1,Pirates,3,Crey2k,8,3,7,18,Tater,9,4,8,23,Knights,2,Beninemm,10,2,13,22,MikeIsMyIke,7,8,5,21
1,Wizards,2,Jimmer,10,1,9,14,KingHaast,4,4,8,14,Demolition,3,Bandi,13,7,6,27,CinderBlock,11,8,7,24
1,Blizzard,0,Icey6,7,2,10,27,Jroja,4,5,7,18,Shadow,5,euronate,4,6,10,15,Thunder,16,2,13,26
1,Bulls,1,Bondo,6,2,8,18,Moosey,3,4,7,12,Hurricanes,4,AcePocket,8,4,11,19,Aether,8,3,9,16
1,Elite,4,Demonic,10,7,10,21,Xeia,13,6,2,22,Spectre,1,JorbyPls,4,1,8,11,Mythonian,5,2,7,11
1,Tyrants,4,alex5050,2,2,12,14,TruSolja,10,0,11,20,Flames,1,Bones,5,0,6,23,iP JoKeR,4,4,8,19
1,Bears,4,Kracerlink,11,1,10,17,Ryder,1,5,9,4,Rhinos,1,BadK1dz,3,4,3,22,Korluss,5,0,5,14
1,Jets,4,Phyrexius,15,2,10,34,Rushy,5,6,12,15,Sharks,1,Grizz1y,6,5,8,18,Scoobert Doobert,7,3,11,23
1,Lightning,0,Magnus,3,4,6,16,robin.,8,2,22,15,Puffins,5,Bazed,10,5,2,22,Trent,13,4,9,31
1,Pandas,4,BlueMars2,9,4,9,15,The Law,8,7,8,12,Dodgers,1,furphy,3,4,4,10,InanimateJ,7,1,4,24
1,Ducks,1,Holo,6,0,7,19,GoldenGomez,3,3,9,13,Foxes,4,Thunderballs,10,3,9,21,Wubby,5,6,11,16
1,Hawks,0,Shackelz,4,0,12,7,T3nshuN,0,3,10,11,Express,5,Pops,6,1,10,16,Manatee,6,2,2,25
1,Eclipse,3,Krops,6,10,8,19,Lil Q,12,3,7,25,Aviators,2,Fllassh,7,5,4,16,007Bondo,8,4,8,20
1,Outlaws,2,notmike,5,5,5,16,Saucey,9,4,15,18,Sabres,3,Big Boi Johnny,6,3,10,21,K3v,8,1,7,18
1,Wolves,4,Haimgame,10,4,7,25,uh steve,6,5,6,20,Hive,1,Chase,4,0,8,12,JakeUpTheLeft,0,2,11,10
1,Comets,1,RapidChampion,6,4,7,20,Thunderbug,6,1,8,13,Spartans,4,Jeremazing,5,5,9,18,Sushii,12,4,8,22
2,Shadow,5,euronate,18,2,9,31,Void.,9,12,4,14,Hawks,0,Hell,4,1,6,15,Shackelz,5,2,8,14
2,Ducks,1,GoldenGomez,5,3,10,11,Holo,8,4,9,16,Sharks,4,GreatGodZeus,6,6,6,20,Scoobert Doobert,10,4,3,25
2,Bears,5,Ryder,13,3,3,26,Water,9,4,8,25,Demolition,0,CinderBlock,5,1,10,15,Sadomi,3,2,9,10
2,Eclipse,2,Ech0,6,7,10,16,Krops,9,2,13,24,Puffins,3,SchellRL,7,6,4,21,Trent,11,3,12,26
2,Comets,1,Badgey,7,2,5,17,RapidChampion,4,2,5,16,Foxes,4,Kat,7,5,7,11,Wubby,9,4,10,19
2,Outlaws,2,notmike,2,9,7,10,Peytoneli,13,0,10,18,Knights,3,Beninemm,4,10,4,20,OGkrish,12,3,5,24
