1,Pandas,1,Not Juice,7,3,6,24,RedLine,5,6,4,22,Sharks,4,Atokad,10,6,9,17,mattybananas,9,7,11,16
11,Outlaws,5,Lil Q,18,6,4,36,Lotty Lettuce,16,13,10,40,Pandas,0,dan720,3,0,17,15,EternalJinx,2,0,8,6
1,Foxes,1,Thunderballs,1,3,13,11,alex.,9,0,11,17,Sabres,4,Subaru_Power_,8,6,5,14,Vandy21,11,6,8,31
1,Jets,3,Codex,10,6,9,25,Dewy413,9,5,10,19,Spartans,2,Distant,6,2,12,19,Saucey,11,4,8,24
11,Demolition,2,kccolts81,4,3,15,15,pwnuspoints,4,2,8,21,Dodgers,3,OGkrish,5,5,8,14,Smilez,12,4,14,29
11,Express,3,Krops,10,3,7,20,Pops,10,6,8,26,Foxes,2,alex.,7,2,12,15,Thunderballs,2,3,6,16
11,Hawks,0,Bandi,2,0,10,16,tehblister,2,1,8,12,Hurricanes,5,Iguane Fabuleux,11,8,10,24,Steez.,16,3,11,25
11,Jets,3,ChiefzRL,2,9,14,11,Tagmata,11,2,21,23,Puffins,2,dog,8,1,6,29,Rushy,2,5,6,24
1,Flames,0,GreatGodZeus,1,0,9,10,Plumato,6,1,9,22,Shadow,5,Dgallub,12,5,13,29,M0rg,11,6,6,22
1,Outlaws,2,MattRochie,11,5,7,29,Mike MMI,6,6,8,13,Rhinos,3,ChrisWithaK,12,8,13,25,O.G.S.R.,9,4,6,19
11,Tyrants,3,Majik,9,8,8,24,Moog,10,3,7,23,Wizards,2,hazelnutlatte,6,4,8,14,Smurf,8,6,12,22
1,Comets,5,TyTy,12,10,10,24,Unborn,15,7,4,27,Spectre,0,Blackwatch,5,2,7,17,Bondo,2,4,7,8
11,Bulls,5,Galaxy,8,9,2,17,Gumbachi,20,6,9,33,Comets,0,Lad,3,2,9,12,Phyrexius,4,2,11,10
11,Ducks,3,easy,4,0,15,13,naturals,3,4,10,14,Eclipse,2,Motion,4,2,6,16,Toby,2,3,8,23
11,Hive,5,BJOE,11,6,7,19,Canadiyan,12,7,9,32,Lightning,0,Big Boi Johnny,4,7,10,16,tuna146,11,1,14,21
1,Ducks,3,knitt,8,4,10,22,Wockit Kah,6,6,14,18,Hive,2,Canadiyan,13,3,15,38,Scoobert Doobert,3,4,8,17
11,Knights,2,Barry Allen,8,5,9,21,Prosperity2K,6,5,9,20,Sabres,3,cahewa,7,5,6,13,unknown.,8,6,7,24
11,Elite,2,El Diablo Rojo,13,0,12,28,Petey,4,5,7,13,Spectre,3,WeTakeLs,9,6,10,22,snip,11,4,7,23
1,Express,0,Chase,3,4,8,11,Pops,9,1,9,21,Knights,5,Buffalo,22,5,9,37,MikeIsMyIke,6,17,3,15
1,Aviators,4,Bob,14,3,6,26,JDaaab,8,12,6,30,Hawks,1,CinderBlock,3,7,16,9,tehblister,7,1,11,16
1,Bears,1,Tunloink,6,0,10,22,Zyta,1,2,14,9,Pirates,4,Fuzh,11,3,8,26,Taki,11,6,16,23
1,Blizzard,2,MapleSurrup,9,5,10,29,Rascel,8,6,13,20,Hurricanes,3,Steez.,9,6,10,24,Water,6,7,12,20
11,Pirates,5,Fuzh,16,12,10,35,Taki,19,6,10,27,Shadow,0,Blackhawk,4,4,5,14,M0rg,7,1,13,22
1,Demolition,3,kccolts81,9,2,9,25,Seven,5,5,15,16,Wizards,2,JustTuck,8,7,11,25,Will,10,4,13,25
1,Bulls,2,Gumbachi,12,1,9,31,W/\\/E,3,8,2,20,Elite,3,Cearu,9,3,13,16,NovaCainRL,7,6,15,17
1,Eclipse,5,Motion,7,5,14,21,walvis,11,3,5,24,Lightning,0,Lutvara,7,2,10,16,RyanMTR,2,4,12,15
1,Puffins,1,cal�,6,5,4,22,Grizz1y,7,3,16,18,Wolves,4,Thunder,14,8,14,25,Zack,12,9,6,27
1,Dodgers,3,Blagden,3,3,6,11,Whiffles,5,1,11,18,Tyrants,2,Majik,6,2,13,17,Moog,5,5,9,21
2,Foxes,5,Deluxe,19,2,13,46,Moosey,2,10,13,14,Wolves,0,Haimgame,2,8,9,12,Zack,11,1,20,35
11,Rhinos,1,Korluss,8,3,7,25,O.G.S.R.,4,5,9,11,Sharks,4,JangosGotAMango,10,10,7,21,mattybananas,16,4,11,30
2,Bulls,2,Gumbachi,10,2,18,26,RainbowNoms,7,6,9,18,Tyrants,3,Kaito,9,5,10,32,Majik,7,3,11,16
2,Express,2,Krops,7,3,8,18,Pops,6,5,19,15,Spartans,3,Distant,6,2,5,24,Saucey,5,3,7,26
2,Comets,3,Lad,10,1,11,19,TyTy,6,5,11,22,Wizards,2,hazelnutlatte,4,5,2,16,JustTuck,8,2,19,25
